step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
204,0.6355697512626648,0.800000011920929,,1.1391611099243164,0.8,,,,,2025-10-25T17:00:14.7910000Z
205,1.814915418624878,0.6000000238418579,,0.9062545776367188,0.8,,,,,2025-10-25T17:00:16.1020000Z
206,2.470057487487793,0.6000000238418579,,0.8843996047973632,0.8,,,,,2025-10-25T17:00:17.4110000Z
207,1.5933339595794678,0.6000000238418579,,0.9035850524902344,0.8,,,,,2025-10-25T17:00:18.7190000Z
208,2.1205897331237793,0.6000000238418579,,0.9077461242675782,0.8,,,,,2025-10-25T17:00:20.0360000Z
209,1.2817895412445068,0.800000011920929,,0.9221708297729492,0.8,,,,,2025-10-25T17:00:21.3420000Z
210,1.6131618022918701,0.800000011920929,,0.9804941177368164,0.8,,,,,2025-10-25T17:00:22.7220000Z
211,0.8232135772705078,0.800000011920929,,0.7549537658691406,1,,,,,2025-10-25T17:00:24.0190000Z
212,2.331007242202759,0.6000000238418579,,0.8838890075683594,0.8,,,,,2025-10-25T17:00:25.3310000Z
213,1.7369035482406616,0.6000000238418579,,0.9251398086547852,0.8,,,,,2025-10-25T17:00:26.6500000Z
214,2.2587673664093018,0.800000011920929,,0.9483037948608398,0.8,,,,,2025-10-25T17:00:27.9590000Z
215,0.7442073822021484,0.800000011920929,,0.8850971221923828,0.8,,,,,2025-10-25T17:00:29.2820000Z
216,1.152549386024475,0.6000000238418579,,0.9784500122070312,0.8,,,,,2025-10-25T17:00:30.5870000Z
217,1.4381014108657837,0.800000011920929,,1.1768806457519532,0.8,,,,,2025-10-25T17:00:31.8830000Z
218,0.8876506686210632,0.800000011920929,,1.1564523696899414,0.8,,,,,2025-10-25T17:00:33.1890000Z
219,1.1245800256729126,0.800000011920929,,0.939625358581543,0.8,,,,,2025-10-25T17:00:34.4950000Z
220,0.5295082330703735,1,,1.1898653030395507,0.8,,,,,2025-10-25T17:00:35.8630000Z
221,1.3478987216949463,0.800000011920929,,0.9529943466186523,0.8,,,,,2025-10-25T17:00:37.1760000Z
222,2.0175423622131348,0.6000000238418579,,1.1098405838012695,0.8,,,,,2025-10-25T17:00:38.4910000Z
223,1.7561943531036377,0.800000011920929,,1.1227468490600585,0.8,,,,,2025-10-25T17:00:39.8240000Z
224,1.698997139930725,0.6000000238418579,,1.4986629486083984,0.8,,,,,2025-10-25T17:00:41.1560000Z
225,1.2802482843399048,0.6000000238418579,,1.3236154556274413,0.8,,,,,2025-10-25T17:00:42.4680000Z
226,0.8041423559188843,0.800000011920929,,1.2004573822021485,0.8,,,,,2025-10-25T17:00:43.7860000Z
227,1.5066063404083252,0.6000000238418579,,1.32690486907959,0.8,,,,,2025-10-25T17:00:45.0850000Z
228,0.7392891049385071,0.800000011920929,,1.4819986343383789,0.8,,,,,2025-10-25T17:00:46.3950000Z
229,2.296617031097412,0.6000000238418579,,1.3393245697021485,0.8,,,,,2025-10-25T17:00:47.7170000Z
230,1.6800514459609985,0.6000000238418579,,1.4491069793701172,0.8,,,,,2025-10-25T17:00:49.0590000Z
231,0.9056321978569031,0.800000011920929,,1.3658235549926758,0.8,,,,,2025-10-25T17:00:50.3490000Z
232,0.8117157220840454,0.800000011920929,,1.149199867248535,0.8,,,,,2025-10-25T17:00:51.6430000Z
233,2.220284938812256,0.6000000238418579,,1.2036128997802735,0.8,,,,,2025-10-25T17:00:52.9560000Z
234,1.067928671836853,0.800000011920929,,1.2463661193847657,0.8,,,,,2025-10-25T17:00:54.2510000Z
235,1.7139230966567993,0.800000011920929,,1.1587339401245118,0.8,,,,,2025-10-25T17:00:55.5400000Z
236,1.263223648071289,0.6000000238418579,,1.2434280395507813,0.8,,,,,2025-10-25T17:00:56.8440000Z
237,1.5851504802703857,0.800000011920929,,1.1277173995971679,0.8,,,,,2025-10-25T17:00:58.1560000Z
238,0.7599689364433289,0.800000011920929,,1.1211029052734376,0.8,,,,,2025-10-25T17:00:59.4750000Z
239,0.8173427581787109,0.800000011920929,,1.260797882080078,0.8,,,,,2025-10-25T17:01:00.7890000Z
240,0.8541061282157898,0.800000011920929,,1.1190359115600585,0.8,,,,,2025-10-25T17:01:02.1820000Z
241,1.6493031978607178,0.6000000238418579,,1.4256092071533204,0.8,,,,,2025-10-25T17:01:03.4790000Z
242,0.7829357385635376,0.800000011920929,,1.6011774063110351,0.8,,,,,2025-10-25T17:01:04.8030000Z
243,1.1142356395721436,0.800000011920929,,1.654220962524414,0.8,,,,,2025-10-25T17:01:06.1010000Z
244,1.0081291198730469,0.800000011920929,,1.5615053176879883,0.8,,,,,2025-10-25T17:01:07.4160000Z
245,0.9728771448135376,0.800000011920929,,1.3110782623291015,0.8,,,,,2025-10-25T17:01:08.7360000Z
246,0.8430267572402954,0.800000011920929,,1.3856161117553711,0.8,,,,,2025-10-25T17:01:10.0390000Z
247,0.9587761163711548,0.800000011920929,,1.3689720153808593,0.8,,,,,2025-10-25T17:01:11.3360000Z
248,0.9181230664253235,0.800000011920929,,1.2506702423095704,0.8,,,,,2025-10-25T17:01:12.6490000Z
249,1.4781100749969482,0.6000000238418579,,1.0600267410278321,0.8,,,,,2025-10-25T17:01:13.9700000Z
250,1.8868824243545532,0.6000000238418579,,1.2157926559448242,0.8,,,,,2025-10-25T17:01:15.3420000Z
251,1.1544744968414307,0.800000011920929,,1.2402782440185547,0.8,,,,,2025-10-25T17:01:16.6420000Z
252,0.8510734438896179,0.800000011920929,,1.2872106552124023,0.8,,,,,2025-10-25T17:01:17.9340000Z
253,0.7415435910224915,0.800000011920929,,1.252724838256836,0.8,,,,,2025-10-25T17:01:19.2280000Z
254,1.616294264793396,0.6000000238418579,,1.329132080078125,0.8,,,,,2025-10-25T17:01:20.5210000Z
255,1.8868625164031982,0.6000000238418579,,1.197188377380371,0.8,,,,,2025-10-25T17:01:21.8260000Z
256,1.166297197341919,0.800000011920929,,1.121965217590332,0.8,,,,,2025-10-25T17:01:23.1210000Z
257,1.6395208835601807,0.800000011920929,,1.013430404663086,0.8,,,,,2025-10-25T17:01:24.4210000Z
258,0.8298190832138062,0.800000011920929,,1.0521289825439453,0.8,,,,,2025-10-25T17:01:25.7270000Z
259,1.0963830947875977,0.800000011920929,,1.016789436340332,0.8,,,,,2025-10-25T17:01:27.0190000Z
260,0.8763004541397095,0.800000011920929,,1.1317657470703124,0.8,,,,,2025-10-25T17:01:28.3610000Z
261,1.6017720699310303,0.6000000238418579,,0.919099235534668,0.8,,,,,2025-10-25T17:01:29.6650000Z
262,0.7413814663887024,0.800000011920929,,1.0335676193237304,0.8,,,,,2025-10-25T17:01:30.9680000Z
263,0.7641800045967102,0.800000011920929,,0.9555164337158203,0.8,,,,,2025-10-25T17:01:32.2870000Z
264,0.6895958185195923,0.800000011920929,,1.3143150329589843,0.8,,,,,2025-10-25T17:01:33.5970000Z
265,0.7173599004745483,0.800000011920929,,1.1840143203735352,0.8,,,,,2025-10-25T17:01:34.9100000Z
266,1.5368961095809937,0.6000000238418579,,1.1126558303833007,0.8,,,,,2025-10-25T17:01:36.2090000Z
267,1.8241990804672241,0.800000011920929,,1.2273946762084962,0.8,,,,,2025-10-25T17:01:37.5170000Z
268,0.7486743927001953,0.800000011920929,,1.4257472991943358,0.8,,,,,2025-10-25T17:01:38.8430000Z
269,1.0135586261749268,0.800000011920929,,1.372770118713379,0.8,,,,,2025-10-25T17:01:40.1480000Z
270,0.8018817901611328,0.800000011920929,,1.5102848052978515,0.8,,,,,2025-10-25T17:01:41.5320000Z
271,0.5918548703193665,1,,1.4682720184326172,0.8,,,,,2025-10-25T17:01:42.8460000Z
272,1.3181273937225342,0.6000000238418579,,1.2735204696655273,0.8,,,,,2025-10-25T17:01:44.1410000Z
273,0.6256271600723267,0.800000011920929,,1.3473651885986329,0.8,,,,,2025-10-25T17:01:45.4430000Z
274,1.4937223196029663,0.800000011920929,,1.4499605178833008,0.8,,,,,2025-10-25T17:01:46.7470000Z
275,1.5958417654037476,0.800000011920929,,1.2573019027709962,0.8,,,,,2025-10-25T17:01:48.0650000Z
276,1.191322684288025,0.800000011920929,,1.2835552215576171,0.8,,,,,2025-10-25T17:01:49.3730000Z
277,0.8964763879776001,0.800000011920929,,1.1799608230590821,0.8,,,,,2025-10-25T17:01:50.6740000Z
